date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:16:24	18463/18463	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:23%20GMT	http://localhost:6677/LineCharts/WithDataLabels	C:/My%20Web%20Sites/H4Net/localhost_6677/LineCharts/WithDataLabels.html	(from http://localhost:6677/LineCharts/Basic)
12:16:24	20057/20057	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:23%20GMT	http://localhost:6677/LineCharts/TimeSeries	C:/My%20Web%20Sites/H4Net/localhost_6677/LineCharts/TimeSeries.html	(from http://localhost:6677/LineCharts/Basic)
12:16:24	9164/9164	---M-Z	200	added ('OK')	application/javascript	etag:%22b2501e9184e4056d79034df6d9df424f%22	http://code.highcharts.com/modules/exporting.js	C:/My%20Web%20Sites/H4Net/code.highcharts.com/modules/exporting.js	(from http://localhost:6677/LineCharts/Basic)
12:16:24	19416/19416	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:23%20GMT	http://localhost:6677/LineCharts/SplineInverted	C:/My%20Web%20Sites/H4Net/localhost_6677/LineCharts/SplineInverted.html	(from http://localhost:6677/LineCharts/Basic)
12:16:25	19930/19930	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:25%20GMT	http://localhost:6677/LineCharts/SplineWithSymbols	C:/My%20Web%20Sites/H4Net/localhost_6677/LineCharts/SplineWithSymbols.html	(from http://localhost:6677/LineCharts/Basic)
12:16:25	23653/23653	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:25%20GMT	http://localhost:6677/LineCharts/SplineWithPlotBands	C:/My%20Web%20Sites/H4Net/localhost_6677/LineCharts/SplineWithPlotBands.html	(from http://localhost:6677/LineCharts/Basic)
12:16:25	24358/24358	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:25%20GMT	http://localhost:6677/LineCharts/SplineIrregularTime	C:/My%20Web%20Sites/H4Net/localhost_6677/LineCharts/SplineIrregularTime.html	(from http://localhost:6677/LineCharts/Basic)
12:16:25	17793/17793	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:25%20GMT	http://localhost:6677/LineCharts/LogarithmicAxis	C:/My%20Web%20Sites/H4Net/localhost_6677/LineCharts/LogarithmicAxis.html	(from http://localhost:6677/LineCharts/Basic)
12:16:26	21243/21243	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:26%20GMT	http://localhost:6677/AreaCharts/Basic	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/Basic.html	(from http://localhost:6677/LineCharts/Basic)
12:16:27	18309/18309	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:26%20GMT	http://localhost:6677/AreaCharts/Negative	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/Negative.html	(from http://localhost:6677/LineCharts/Basic)
12:16:27	20027/20027	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:26%20GMT	http://localhost:6677/AreaCharts/Stacked	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/Stacked.html	(from http://localhost:6677/LineCharts/Basic)
12:16:27	20087/20087	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:26%20GMT	http://localhost:6677/AreaCharts/Percentage	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/Percentage.html	(from http://localhost:6677/LineCharts/Basic)
12:16:27	19762/19762	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:26%20GMT	http://localhost:6677/AreaCharts/MissingPoints	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/MissingPoints.html	(from http://localhost:6677/LineCharts/Basic)
12:16:27	19367/19367	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:27%20GMT	http://localhost:6677/AreaCharts/InvertedAxes	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/InvertedAxes.html	(from http://localhost:6677/LineCharts/Basic)
12:16:28	19485/19485	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:27%20GMT	http://localhost:6677/AreaCharts/Areaspline	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/Areaspline.html	(from http://localhost:6677/LineCharts/Basic)
12:16:28	51987/51987	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:27%20GMT	http://localhost:6677/AreaCharts/Arearange	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/Arearange.html	(from http://localhost:6677/LineCharts/Basic)
12:16:29	23624/23624	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:27%20GMT	http://localhost:6677/AreaCharts/ArearangeWithLine	C:/My%20Web%20Sites/H4Net/localhost_6677/AreaCharts/ArearangeWithLine.html	(from http://localhost:6677/LineCharts/Basic)
12:16:29	20046/20046	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:29%20GMT	http://localhost:6677/ColumnAndBarCharts/BasicBar	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/BasicBar.html	(from http://localhost:6677/LineCharts/Basic)
12:16:29	18300/18300	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:29%20GMT	http://localhost:6677/ColumnAndBarCharts/StackedBar	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/StackedBar.html	(from http://localhost:6677/LineCharts/Basic)
12:16:30	20642/20642	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:29%20GMT	http://localhost:6677/ColumnAndBarCharts/BarWithNegatives	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/BarWithNegatives.html	(from http://localhost:6677/LineCharts/Basic)
12:16:30	20173/20173	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:29%20GMT	http://localhost:6677/ColumnAndBarCharts/BasicColumn	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/BasicColumn.html	(from http://localhost:6677/LineCharts/Basic)
12:16:30	17942/17942	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:29%20GMT	http://localhost:6677/ColumnAndBarCharts/ColumnWithNegatives	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/ColumnWithNegatives.html	(from http://localhost:6677/LineCharts/Basic)
12:16:30	20622/20622	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:30%20GMT	http://localhost:6677/ColumnAndBarCharts/StackedColumn	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/StackedColumn.html	(from http://localhost:6677/LineCharts/Basic)
12:16:30	19352/19352	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:30%20GMT	http://localhost:6677/ColumnAndBarCharts/StackedGroupedColumn	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/StackedGroupedColumn.html	(from http://localhost:6677/LineCharts/Basic)
12:16:31	18719/18719	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:30%20GMT	http://localhost:6677/ColumnAndBarCharts/StackedPercentageColumn	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/StackedPercentageColumn.html	(from http://localhost:6677/LineCharts/Basic)
12:16:31	20783/20783	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Oct%202016%2017:16:30%20GMT	http://localhost:6677/ColumnAndBarCharts/RotatedLabelsColumn	C:/My%20Web%20Sites/H4Net/localhost_6677/ColumnAndBarCharts/RotatedLabelsColumn.html	(from http://localhost:6677/LineCharts/Basic)
12:16:32	605/605	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228258bb8cf9cbd11:0%22	http://localhost:6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regular.eot?1443628128	C:/My%20Web%20Sites/H4Net/localhost_6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regulard32b.eot	(from http://localhost:6677/Content/styles.css)
12:16:32	190858/190858	---M-Z	200	added ('OK')	application/javascript	etag:%22f2019cb7903d0efae11cb8bf9ebe7b1c%22	http://code.highcharts.com/highcharts.js	C:/My%20Web%20Sites/H4Net/code.highcharts.com/highcharts.js	(from http://localhost:6677/LineCharts/Basic)
12:16:32	7744/7744	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202016%2004:04:39%20GMT	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/H4Net/buttons.github.io/buttons.js	(from http://localhost:6677/LineCharts/Basic)
12:16:32	605/605	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228258bb8cf9cbd11:0%22	http://localhost:6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regular.eot?&1443628128	C:/My%20Web%20Sites/H4Net/localhost_6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regularcf2f.eot	(from http://localhost:6677/Content/styles.css)
12:16:33	7223/7223	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Oct%202016%2017:16:32%20GMT	http://localhost:6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regular.woff2?1443628128	C:/My%20Web%20Sites/H4Net/localhost_6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regular.27d32b.delayed	(from http://localhost:6677/Content/styles.css)
12:16:33	522/522	---M--	200	added ('OK')	font/x-woff	etag:%225c2cbe8cf9cbd11:0%22	http://localhost:6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regular.woff?1443628128	C:/My%20Web%20Sites/H4Net/localhost_6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regulard32b.woff	(from http://localhost:6677/Content/styles.css)
12:16:33	1062/1062	---M--	200	added ('OK')	application/octet-stream	etag:%22090bd8cf9cbd11:0%22	http://localhost:6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regular.ttf?1443628128	C:/My%20Web%20Sites/H4Net/localhost_6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regulard32b.ttf	(from http://localhost:6677/Content/styles.css)
12:16:33	115379/115379	---M--	200	added ('OK')	application/javascript	etag:%22a46f8df9cbd11:0%22	http://localhost:6677/Scripts/jquery.js	C:/My%20Web%20Sites/H4Net/localhost_6677/Scripts/jquery.js	(from http://localhost:6677/LineCharts/Basic)
12:16:33	109025/109025	---M--	200	added ('OK')	image/svg+xml	etag:%22a3f3bc8cf9cbd11:0%22	http://localhost:6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regular.svg?1443628128	C:/My%20Web%20Sites/H4Net/localhost_6677/Content/styles/fonts/bootstrap/glyphicons-halflings-regulard32b.svg	(from http://localhost:6677/Content/styles.css)
